name,categories,address,price,likes,photos,tips,rating,ratingSignals,has_rating,signals_band,engagement
Maestro Pizza (مايسترو بيتزا),Pizza Place,"Mansoura District (Ma'an Bin Zaida), Riyadh, المملكة العربية السعودية",Cheap,23.0,3,1,7.2,29.0,1,11-30,27.0
Subway,"Sandwich Place, Fast Food Restaurant","King Khalid University Hospital (KKUH PLAZA), الرياض, المملكة العربية السعودية",Cheap,21.0,13,2,7.2,29.0,1,11-30,36.0
بيت الفراولة,Juice Bar,المملكة العربية السعودية,Cheap,19.0,28,5,7.2,29.0,1,11-30,52.0
Roll & Wrap (رول آند راب),Fast Food Restaurant,"الرياض 13321, المملكة العربية السعودية",Cheap,19.0,48,15,7.2,29.0,1,11-30,82.0
MAMA JAWA (ماما جاوا),Indonesian Restaurant,"Alhamra Plaza (Batha Street), الرياض, المملكة العربية السعودية",Moderate,20.0,22,8,7.1,29.0,1,11-30,50.0
antbal cafe (آنتبل),Café,المملكة العربية السعودية,Cheap,22.0,5,8,7.0,29.0,1,11-30,35.0
Shawarmer (شاورمر),Shawarma Place,"Kingdom Tower (King Fahad Rd), الرياض, المملكة العربية السعودية",Nan,19.0,9,14,6.8,29.0,1,11-30,42.0
Broccoli (بروكلي),Italian Restaurant,"prince bander, الرياض 13221, المملكة العربية السعودية",Moderate,17.0,28,4,6.6,29.0,1,11-30,49.0
Makery Coffee,Coffee Shop,"الرياض 12363, المملكة العربية السعودية",Cheap,21.0,149,5,6.5,29.0,1,11-30,175.0
AlAfandi Corner (ركن الافندي),Fried Chicken Joint,"العزيزية (شارع الشباب المتجه شمال), المملكة العربية السعودية",Cheap,19.0,4,2,6.5,29.0,1,11-30,25.0
Karakista (كركيستا),"Café, Dessert Shop, Coffee Shop","Uthman Ibn Affan Rd., الرياض 13317, المملكة العربية السعودية",Cheap,19.0,39,11,6.5,29.0,1,11-30,69.0
كازا باستا Casa Pasta,Italian Restaurant,"King Abdullah Road طريق الملك عبدالله (البحر الميت Albahar Almayet), الرياض 13226, المملكة العربية السعودية",Moderate,16.0,28,4,6.5,29.0,1,11-30,48.0
Sweets Of Arabia,Café,"الرياض 12912, المملكة العربية السعودية",Cheap,18.0,157,3,6.4,29.0,1,11-30,178.0
Iceology,"Ice Cream Shop, Coffee Shop","الرياض 12355, المملكة العربية السعودية",Cheap,18.0,37,10,6.4,29.0,1,11-30,65.0
Sweetness Cafe (مقهى سويتنس),Café,"Exit 30 | مخرج 30 - In front of Toyota | مقابل تويوتا النسيم (Khurais Road | طريق خريص), الرياض, المملكة العربية السعودية",Cheap,14.0,81,9,6.2,29.0,1,11-30,104.0
مطعم توارن للطبخ الحايلي والنجدي,Middle Eastern Restaurant,"Ash Sheikh Hassan Bin Ali Rd (King Abdullah Rd), الرياض, المملكة العربية السعودية",Moderate,17.0,22,10,6.0,29.0,1,11-30,49.0
Cheese Volcano Burger (برجر بركان الجبن),Burger Joint,"Al Balqa, Al Munsiyah, الرياض, المملكة العربية السعودية",Cheap,13.0,28,12,5.9,29.0,1,11-30,53.0
بقلاوة عنتاب,Dessert Shop,"الرياض 13241, المملكة العربية السعودية",Cheap,17.0,39,10,5.8,29.0,1,11-30,66.0
حمص ابو زكي,Mediterranean Restaurant,"الرياض, المملكة العربية السعودية",Moderate,15.0,10,4,5.8,29.0,1,11-30,29.0
Shawarma Plus (شاورما بلس),"Shawarma Place, Restaurant","الرياض 12834, المملكة العربية السعودية",Nan,17.0,16,4,5.7,29.0,1,11-30,37.0
Rosemary (روزماري),"Italian Restaurant, Pizza Place","الرياض, المملكة العربية السعودية",Moderate,11.0,15,14,5.6,29.0,1,11-30,40.0
Creamistry,"Ice Cream Shop, Dessert Shop","King Abdullah Road, الرياض, المملكة العربية السعودية",Cheap,12.0,25,9,5.5,29.0,1,11-30,46.0
Starbucks,Coffee Shop,"KSU, الرياض 12371, المملكة العربية السعودية",Cheap,12.0,91,10,5.3,29.0,1,11-30,113.0
umberlla cafè,Café,"الرياض 14713, المملكة العربية السعودية",Cheap,26.0,87,5,8.8,28.0,1,11-30,118.0
LAMY FOOD,Food Court,"الرياض 13321, المملكة العربية السعودية",Nan,20.0,97,8,8.7,28.0,1,11-30,125.0
ثومه Thoooma,Fast Food Restaurant,"الرياض 13254, المملكة العربية السعودية",Cheap,23.0,18,5,8.5,28.0,1,11-30,46.0
"dr.CAFE COFFEE East Wing,  King Faisal Specialist Hospital & Research Center- 3",Coffee Shop,"Takhassussi, Riyadh, المملكة العربية السعودية",Cheap,18.0,5,25,8.5,28.0,1,11-30,48.0
Aloud Truck (علعود ترك),"Food Truck, Coffee Shop, Dessert Shop","Al Urubah Rd, King Abdul Aziz, الرياض, المملكة العربية السعودية",Cheap,26.0,27,9,8.4,28.0,1,11-30,62.0
So Soufflé (سو سوفليه),Dessert Shop,"الرياض 12312, المملكة العربية السعودية",Cheap,21.0,68,4,8.2,28.0,1,11-30,93.0
Molten Chocolate Cafe,"Café, Chocolate Shop","اطياف مول (بوابة ٣), الرياض 13243, المملكة العربية السعودية",Cheap,23.0,50,3,8.1,28.0,1,11-30,76.0
Barn Cafe,Coffee Shop,"King Abdulaziz Rd., الرياض 13326, المملكة العربية السعودية",Cheap,23.0,45,4,8.1,28.0,1,11-30,72.0
بوفيه الكبدة,Breakfast Spot,المملكة العربية السعودية,Cheap,22.0,9,1,7.9,28.0,1,11-30,32.0
Lucaffe,Coffee Shop,"الرياض 12477, المملكة العربية السعودية",Cheap,22.0,213,7,7.9,28.0,1,11-30,242.0
Dunkin' Donuts (دانكن دونتس),Donut Shop,"King Abdulaziz Hospital, الرياض, المملكة العربية السعودية",Cheap,20.0,46,5,7.9,28.0,1,11-30,71.0
Krispy Kreme (كرسبي كريم),"Donut Shop, Coffee Shop","King Abdullah Rd (Khalid Bin Waleed Rd.), الرياض, المملكة العربية السعودية",Cheap,20.0,13,5,7.9,28.0,1,11-30,38.0
Le Relais De L’entrecôte,"Steakhouse, French Restaurant, Swiss Restaurant","Diryah, الرياض 13711, المملكة العربية السعودية",Very Expensive,1.0,72,1,7.9,28.0,1,11-30,74.0
CINNABON,"Bakery, Coffee Shop","محطة ساسكو, الرياض, المملكة العربية السعودية",Cheap,24.0,20,1,7.8,28.0,1,11-30,45.0
Starbucks,Coffee Shop,"الرياض 12231, المملكة العربية السعودية",Cheap,22.0,194,8,7.8,28.0,1,11-30,224.0
فيلادا,"Food Truck, Creperie","تجمع الفود ترك - بجانب متحف مترو الرياض (King Fahad Beanch Road. طريق الملك فهد الفرعي), الرياض 13315, المملكة العربية السعودية",Cheap,22.0,38,10,7.8,28.0,1,11-30,70.0
Glossy,Dessert Shop,"الرياض 13521, المملكة العربية السعودية",Cheap,21.0,26,3,7.8,28.0,1,11-30,50.0
أمبراطور الشورما,Middle Eastern Restaurant,"حي الشفا, الرياض, المملكة العربية السعودية",Moderate,22.0,11,9,7.7,28.0,1,11-30,42.0
كوخ الفطيرة الدمشقية,Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",Moderate,22.0,8,7,7.7,28.0,1,11-30,37.0
Hebro Roasters And Cafe (محمصة ومقهى حبرو),"Coffee Roaster, Coffee Shop","الملقا (انس بن مالك), الرياض 13525, المملكة العربية السعودية",Nan,22.0,153,13,7.7,28.0,1,11-30,188.0
عبق,Coffee Shop,"الرياض, المملكة العربية السعودية",Cheap,22.0,42,4,7.7,28.0,1,11-30,68.0
Starbucks (ستاربكس),Coffee Shop,المملكة العربية السعودية,Cheap,22.0,89,2,7.6,28.0,1,11-30,113.0
Nasamat Alshalal Restaurant (مطعم نسمات الشلال),Fast Food Restaurant,"Khanshilila, Riyadh, المملكة العربية السعودية",Cheap,21.0,11,4,7.6,28.0,1,11-30,36.0
AL Kadesiya Pastries (القادسية للفطائر),"Bakery, Pastry Shop","Umar Ibn Abdul Aziz (Nahdah), الربوة 12345, المملكة العربية السعودية",Cheap,22.0,8,0,7.5,28.0,1,11-30,30.0
فوال نادر الطائف,Breakfast Spot,"Ghirnatah (Ash Shaikh Hasan Ibn Hussain Ibn Ali), الرياض 13242, المملكة العربية السعودية",Cheap,21.0,13,2,7.5,28.0,1,11-30,36.0
Herfy (هرفى),Fast Food Restaurant,المملكة العربية السعودية,Cheap,22.0,14,2,7.4,28.0,1,11-30,38.0
Al-Afandi (الأفندي),Fried Chicken Joint,"Al Hair Rd (Al Hair Rd), الرياض, المملكة العربية السعودية",Cheap,19.0,12,10,7.4,28.0,1,11-30,41.0
Dunkin' Donuts (دانكن دونتس),Donut Shop,"STC Bldg 13 , الاتصالات مبنى التدريب ١٣ (Mursalat, المرسلات), الرياض, المملكة العربية السعودية",Cheap,22.0,100,1,7.3,28.0,1,11-30,123.0
فول وفول,Food Court,"الرياض, المملكة العربية السعودية",Nan,20.0,37,6,7.3,28.0,1,11-30,63.0
Mini mini,Creperie,"Hayat Mall, الرياض, المملكة العربية السعودية",Nan,20.0,68,12,7.3,28.0,1,11-30,100.0
L & R,Middle Eastern Restaurant,"Al-Arid district (Abu baker Al-Siddeq), الرياض, المملكة العربية السعودية",Moderate,20.0,3,4,7.3,28.0,1,11-30,27.0
مطاعم الضيف المخصوص للمضغوط,Restaurant,"Alwadi Distr. Exit 7 (Othman Bn Affan), الرياض, المملكة العربية السعودية",Moderate,22.0,21,7,7.2,28.0,1,11-30,50.0
Caffé Bene (كافيه بينى),"Coffee Shop, Café","Al Suwaidy Al Am St (Sultanah St), الرياض, المملكة العربية السعودية",Cheap,18.0,65,10,7.2,28.0,1,11-30,93.0
Hardees (هارديز),Fast Food Restaurant,"Al Qassem Road, Riyadh, المملكة العربية السعودية",Cheap,19.0,10,3,7.1,28.0,1,11-30,32.0
Strada Coffee,"Coffee Shop, Café","Prince Saud Bin Muhammad Bin Miqren Road (الرياض - مخرج ٢ - حي حطين - طريق الأمير سعود بن مح), الرياض 13516, المملكة العربية السعودية",Cheap,22.0,93,5,7.0,28.0,1,11-30,120.0
Domino's pizza (دومينوز بيتزا),Pizza Place,"الربوة | Rabwa (عمر بن عبدالعزيز | Omr Bin Aziz), الرياض, المملكة العربية السعودية",Cheap,19.0,24,3,6.8,28.0,1,11-30,46.0
مطعم الزلال,Indian Restaurant,المملكة العربية السعودية,Moderate,19.0,13,3,6.8,28.0,1,11-30,35.0
Arabic karak الكرك العربي,Café,"exit27 in Naft station (West ring road), الرياض, المملكة العربية السعودية",Cheap,17.0,10,11,6.8,28.0,1,11-30,38.0
Donas Restaurant (مطعم دوناس),Restaurant,"طريق الخرج خلف محطة الاسكان "", الرياض, المملكة العربية السعودية",Moderate,17.0,6,2,6.8,28.0,1,11-30,25.0
KFC 2nd Industrial City,American Restaurant,المملكة العربية السعودية,Moderate,17.0,19,2,6.6,28.0,1,11-30,38.0
فوانيس دمشق,Middle Eastern Restaurant,المملكة العربية السعودية,Moderate,17.0,19,11,6.6,28.0,1,11-30,47.0
KFC (كنتاكي),Fried Chicken Joint,"تقاطع طريق المدينة مع طريق عائشة بنت أبي بكر, الرياض, المملكة العربية السعودية",Cheap,17.0,17,2,6.5,28.0,1,11-30,36.0
Mumtaz Restaurant,Indian Restaurant,"Al Wazarat, الرياض, المملكة العربية السعودية",Moderate,17.0,5,6,6.5,28.0,1,11-30,28.0
حلويات وشوكولا المملكة,Cupcake Shop,"Riyadh, المملكة العربية السعودية",Moderate,18.0,5,2,6.4,28.0,1,11-30,25.0
KFC,"Fast Food Restaurant, Fried Chicken Joint","Badiaa, الرياض, المملكة العربية السعودية",Cheap,17.0,22,3,6.4,28.0,1,11-30,42.0
Parole Cafe,Café,"As-sahfah, King Abdulaziz Road (Anas Bin Malik), الرياض 13321, المملكة العربية السعودية",Cheap,17.0,107,3,6.4,28.0,1,11-30,127.0
روابي الفطيرة الدمشقية,Middle Eastern Restaurant,"الجنادرية (خليفة بن حمد آل ثاني), الرياض, المملكة العربية السعودية",Moderate,16.0,0,1,6.4,28.0,1,11-30,17.0
DQ resturant,Lebanese Restaurant,"الرياض, المملكة العربية السعودية",Nan,70.0,22,0,6.3,28.0,1,11-30,92.0
Burger King (برجر كنج),"Burger Joint, American Restaurant","الدائري الجنوبي, المملكة العربية السعودية",Cheap,17.0,10,2,6.3,28.0,1,11-30,29.0
Roti Coffee (روتي كافيه),Café,"الرياض, المملكة العربية السعودية",Cheap,15.0,32,13,6.3,28.0,1,11-30,60.0
Plank Sourdough Pizza,Pizza Place,"الرياض 13413, المملكة العربية السعودية",Cheap,8.0,55,12,6.3,28.0,1,11-30,75.0
Khurais Mall - Foodcourt,Fast Food Restaurant,المملكة العربية السعودية,Cheap,16.0,14,4,6.2,28.0,1,11-30,34.0
Hardee's هاردييز,Burger Joint,المملكة العربية السعودية,Cheap,15.0,24,3,5.9,28.0,1,11-30,42.0
Burger King (برجر كنج),Fast Food Restaurant,"Prince Saud St., الرياض, المملكة العربية السعودية",Cheap,15.0,17,4,5.9,28.0,1,11-30,36.0
بَافِليُون | Pavilion,Shawarma Place,"الرياض 13246, المملكة العربية السعودية",Nan,14.0,77,7,5.8,28.0,1,11-30,98.0
Dominos Pizza (دومينوز بيتزا),Pizza Place,"الرياض - حي الحزم (شارع المشتل), المملكة العربية السعودية",Cheap,24.0,6,2,8.6,27.0,1,11-30,32.0
"dr.CAFE COFFEE Sooq Sharq, Al Jazirah, Exit 17",Coffee Shop,"East Ring Road, Exit 17, الوادي, المملكة العربية السعودية",Cheap,21.0,141,127,8.6,27.0,1,11-30,289.0
Mandi Station (مندي ستيشن),Restaurant,"الرياض 13531, المملكة العربية السعودية",Moderate,24.0,10,10,8.3,27.0,1,11-30,44.0
Shallal Restaurant,"Fried Chicken Joint, Fast Food Restaurant","Mansoura District (Kharj Road), الرياض, المملكة العربية السعودية",Cheap,20.0,5,3,8.2,27.0,1,11-30,28.0
صاج المختار,"Lebanese Restaurant, Middle Eastern Restaurant","Mohammad Bin Ahmad Al Sudayri Street, الرياض, المملكة العربية السعودية",Nan,22.0,15,11,8.1,27.0,1,11-30,48.0
Kudu (كودو),Fast Food Restaurant,"Aziziah Street, الرياض, المملكة العربية السعودية",Cheap,21.0,3,1,8.0,27.0,1,11-30,25.0
Let's Pizza,Pizza Place,"Almoroj, الرياض, المملكة العربية السعودية",Cheap,21.0,15,4,8.0,27.0,1,11-30,40.0
Dominos Pizza (دومينوز بيتزا),Pizza Place,"Prince Sultan Bin Abdulaziz St (at Dhabab St.), الرياض 12221, المملكة العربية السعودية",Cheap,20.0,33,4,8.0,27.0,1,11-30,57.0
Happy Cheese | هابي تشيز (هابي تشيز),"Indoor Play Area, Coffee Shop, Pizza Place","طريق أنس بن مالك (بجانب نوادر الاتصالات), الرياض 13326, المملكة العربية السعودية",Nan,20.0,43,13,8.0,27.0,1,11-30,76.0
علاء الدين,Falafel Restaurant,المملكة العربية السعودية,Cheap,23.0,11,6,7.9,27.0,1,11-30,40.0
DIPLOMT || الدبلوماسي,Bakery,المملكة العربية السعودية,Cheap,23.0,4,7,7.9,27.0,1,11-30,34.0
حلويات سعد الدين,Dessert Shop,المملكة العربية السعودية,Cheap,23.0,13,2,7.9,27.0,1,11-30,38.0
Flavor Flake (فليڤر فليك),"Snack Place, Juice Bar","Almalqa (Anas Bin Malik Road), الرياض 13522, المملكة العربية السعودية",Cheap,22.0,106,11,7.9,27.0,1,11-30,139.0
ملاس الكويت,Restaurant,"الدائري الشمالي (مجاور مركز مطمئنة), الرياض 12477, المملكة العربية السعودية",Moderate,20.0,88,11,7.9,27.0,1,11-30,119.0
لولو للبوظة الشامية,"Ice Cream Shop, Dessert Shop","Prince Meshari street, الرياض, المملكة العربية السعودية",Cheap,20.0,14,7,7.8,27.0,1,11-30,41.0
Midan Alshamm (ميدان الشام),Middle Eastern Restaurant,"7017 Al Imam Ash Shafii, Al Manar, Riyadh 14221, الرياض, المملكة العربية السعودية",Moderate,22.0,5,11,7.7,27.0,1,11-30,38.0
Falafel Pie (فطيرة الفلافل),Falafel Restaurant,"حي اليرموك (طريق الدمام), الرياض, المملكة العربية السعودية",Cheap,22.0,28,5,7.7,27.0,1,11-30,55.0
Domino's Pizza (دومينوز بيتزا),Pizza Place,"Ishbiliyah Plaza (King Abdullah Rd), الرياض, المملكة العربية السعودية",Cheap,21.0,14,3,7.7,27.0,1,11-30,38.0
